Jogo,Total de vendas
Elebits,0.33
007: Tomorrow Never Dies,3.21
Airblade,0.23
Forza Horizon 2,2.23
Final Fantasy VI Advance,0.29000000000000004
Olympic Summer Games: Atlanta 1996,0.11
Major League Baseball 2K8,1.2000000000000004
Metal Gear Solid,6.1000000000000005
The X Files,0.43000000000000005
Let's Make a Soccer Team!,0.23
Natalie Brooks: Mystery at Hillcrest High,0.02
Rule of Rose,0.02
Countdown: The Game,0.2
Beowulf: The Game,0.65
Dream Girl Premier,0.03
Transformer: Rise of the Dark Spark (3DS),0.07
ToraDora Portable!,0.08
Rapid Reload,0.09999999999999999
Pro Yakyuu Netsu Star 2006,0.14
Slotter Mania P: Tetsuya Shinjuku vs Ueno,0.01
Saban's Power Rangers: Lightspeed Rescue,0.6900000000000001
Shadowgate 64: Trials of the Four Towers,0.06999999999999999
Micro Machines,0.14
MotionSports: Adrenaline,0.44000000000000006
The Getaway: Black Monday,1.7799999999999998
Army of Two: The Devil's Cartel,0.53
S.L.A.I.: Steel Lancer Arena International,0.02
Payday 2,1.5000000000000004
Vanishing Point,0.11
Jikkyou Powerful Pro Yakyuu 2010,0.47000000000000003
"Sesame Street: Ready, Set, Grover!",0.2
The Great Escape,0.25
Puzzle City,0.02
Petz: Catz 2,1.84
Castlevania: Lords of Shadow - Mirror of Fate,0.15000000000000002
300: March to Glory,0.41000000000000003
GunParade Orchestra: Ao no Shou,0.01
Makai Senki Disgaea 4: Fuuka & Desco-hen Hajime Mashita,0.03
Links 2004,0.28
Gran Turismo 6,3.6499999999999995
Saenai Kanojo no Sodatekata: Blessing Flowers,0.02
Pocket Pets,0.11
Monster Rancher Hop-A-Bout,0.03
SOCOM: U.S. Navy SEALs Fireteam Bravo 2,1.05
Hole in the Wall: Deluxe Edition,0.11
Travel Games For Dummies,0.14
Shape Up,0.18
Skate 3,4.76
SingStar Pop Vol.2,0.18
Gundam Battle Royale,0.12
NCAA Gamebreaker 99,0.45000000000000007
Jurassic: The Hunted,0.6200000000000001
Little Battlers eXperience: Baku Boost,0.21
Refrain no Chika Meikyuu to Majo no Ryodan,0.04
Super Mario Land 2: 6 Golden Coins,11.179999999999998
The Legend of Korra (3DS),0.02
Gyakuten Saiban 3,0.16
Backyard NFL Football '09,0.47000000000000003
PoPoLoCrois (JP sales),0.08
Genji: Days of the Blade,0.7600000000000001
Wantame Music Channel: Doko Demo Style,0.13
Power Pro Kun Pocket 3,0.28
Gacharoku,0.03
Top Gun: Firestorm Advance,0.09000000000000001
Arc Rise Fantasia,0.2
Super Monkey Ball Jr.,0.71
Sniper Elite 3,1.6500000000000001
Endless Ocean,1.0899999999999999
Exhibition Volume 02,0.18000000000000002
Stellaris,0.03
Gintama: Gin-San to Issho! Boku no Kabuki Machi Nikki,0.08
The BIGS,1.4000000000000001
FIFA Soccer 2003,4.169999999999998
Legends of Wrestling II,0.6300000000000001
Blades of Blood: Samurai Shodown III,0.09
WWF SmackDown! 2: Know Your Role,3.1999999999999997
Rio,0.6000000000000002
Xenoblade Chronicles,1.5500000000000003
Carnival Games: Mini Golf,1.58
Mahou Sensei Negima!? Neo-Pactio Fight!!,0.01
Disney's Magical Quest Starring Mickey and Minnie,0.22
Super Robot Wars BX,0.13
Poupee Girl DS 2: Elegant Mint / Sweet Pink Style,0.02
Farming Simulator 2012,0.13999999999999999
Zetta Hero Project: Unlosing Ranger vs. Darkdeath Evilman,0.14
Mahjong: Journey Quest for Tikal,0.19
Galaga: Destination Earth,0.24
2 Games in 1: Disney's Brother Bear / The Lion King 1 1/2,0.31
Killzone: Mercenary,1.0
Project Gotham Racing,2.1199999999999997
Naruto Shippuden: Ultimate Ninja Storm 2,1.9999999999999998
Company of Heroes: Opposing Fronts,0.05
Netsu Chu! Pro Yakyuu 2002,0.25
Kileak: The DNA Imperative,0.37
Blazer Drive,0.01
Naruto: Ultimate Ninja 3,0.43
Virtua Cop 2,0.3
Beastly,0.03
Rhythm Heaven,3.1599999999999997
Command & Conquer 3: Tiberium Wars,0.49999999999999994
Robotech: Battlecry,0.77
Gundam Breaker 2,0.29000000000000004
Armored Core 4,0.43999999999999995
Super Mario RPG: Legend of the Seven Stars,2.1399999999999997
Kikiite Hajimaru: Eigo Kaiwa Training - KikiTore,0.01
Knight's Apprentice: Memorick's Adventures,0.02
Harvey Birdman: Attorney at Law,0.29000000000000004
Judie no Atelier: Guramnat no Renkinjutsushi,0.07
Ghostbusters,0.44999999999999996
Dragon Ball Z: Budokai Tenkaichi,1.6600000000000001
River City Ransom EX,0.07
Divinity II: Ego Draconis,0.31
Master of the Monster Lair,0.11
PES 2009: Pro Evolution Soccer,6.079999999999999
Animaniacs Ten Pin Alley,0.65
NFL Blitz 20-02,0.47000000000000003
Yuusha Shisu.,0.02
World Soccer Winning Eleven 6 International,2.99
Tales of the World: Reve Unitia,0.11
Virtua Fighter,1.08
Wii Fit Plus,22.0
Saints Row: The Third,5.639999999999999
Nobunaga's Ambition (3DS),0.04
Rayman 2: Revolution,0.3
The Crew,2.76
Shijyou Saikyou no Deshi Kenichi: Gekitou! Ragnarok Hachikengou,0.01
NFL 2K2,1.07
Wedding Dash,0.21000000000000002
Star Wars Rogue Leader: Rogue Squadron II,1.9000000000000001
Victory Zone,0.11
K-ON! Houkago Live!!,0.25
SD Gundam G Generation Portable,0.27
DeathSmiles,0.28
Bust A Groove,0.54
Batman: Arkham Origins,4.96
Naruto Ultimate Collection,0.11
NBA Ballers: Chosen One,0.31000000000000005
Super Robot Taisen OG Saga: Endless Frontier,0.09
Sigma Harmonics,0.07
Archer Maclean's 3D Pool,0.07
Mega Man Battle Network 2,0.31
J Legend Retsuden,0.07
101-in-1 Sports Megamix,0.09
Tetris Attack,0.38
The House of the Dead,0.13
The Sims 2: Bon Voyage,0.02
MLB 14: The Show,1.17
Stronghold 2 Deluxe,0.02
City Builder,0.04
Criminal Girls: Invite Only,0.2
The Walking Dead: Survival Instinct,1.2800000000000002
George of the Jungle and the Search for the Secret,0.07
Monster Jam: Path of Destruction,1.3700000000000003
Ao no Kanata no Four Rhythm,0.03
Gauntlet Legends,1.01
Hour of Victory,0.12
Ratatouille,4.419999999999999
Tokimeki Memorial Girl's Side Premium: 3rd Story,0.07
Tomb Raider: Underworld,3.31
Kirby's Epic Yarn,2.12
Conception: Please Give Birth to My Child!,0.08
Crazy Taxi: Fare Wars,0.46
Lost in Blue: Shipwrecked,0.08
Narcissus: Moshimo Ashita ga Runara,0.02
Donkey Kong Jr.,1.11
Kidou Senshi V Gundam,0.03
Metal Gear Solid 2: Substance,0.53
Custom Beat Battle: Draglade 2,0.03
Zyuden Sentai Kyoryuger: Game de Gaburincho!!,0.05
Contra Advance: The Alien Wars EX,0.11
Final Fantasy Tactics Advance,2.13
Mario Kart 8,6.959999999999999
Mahjong Taikai IV,0.01
Jikkyou Powerful Pro Yakyuu Portable 4,0.27
Pizza Delivery Boy,0.06
Advance Wars 2: Black Hole Rising,0.65
Kono Aozora ni Yakusoku o: Tenohira no Rakuen,0.01
Sentimental Graffiti,0.25
The Idolmaster: Gravure For You! Vol. 2,0.05
Ice Age: Dawn of the Dinosaurs,1.1800000000000002
Age of Empires III: Complete Collection,0.16
ZhuZhu Pets: Featuring The Wild Bunch,0.38
Tycoon City: New York,0.02
World Championship Poker,1.6300000000000001
Monster Rancher 3,0.37
Active Life: Extreme Challenge,0.48000000000000004
Oreshika: Tainted Bloodlines,0.15
Gekijouban Madoka Magicka: The Battle Pentagram,0.08
Busou Shinki: Battle Masters,0.07
Resident Evil 6,5.26
F-1 Grand Prix,0.28
Taiko no Tatsujin: Chibi Dragon to Fushigi na Orb,0.63
Keystone Kapers,0.67
Jampack Winter '99,1.6900000000000002
Inspector Gadget: Gadget's Crazy Maze,0.05
J-League Pro Soccer Club o Tsukurou! 7 Euro Plus,0.21
Bleach: Heat the Soul,0.09
The Quest Trio,0.16000000000000003
Disney's Hide & Sneak,0.04
Dance Sensation!,0.06
Mercenaries: Playground of Destruction,1.4400000000000002
Jeep Thrills,0.19
Escape The Museum,0.32
Ultimate Shooting Collection,0.08
Mind Zero,0.13999999999999999
Tears to Tiara II: Heir of the Overlord,0.16000000000000003
Stronghold Kingdoms,0.12000000000000001
Disney's The Haunted Mansion,0.56
Crayon Shin-Chan: Obaka Daininden - Susume! Kasukabe Ninja Tai!,0.07
Triple Play 98,1.1
Kirarin * Revolution: Mezase! Idol Queen,0.1
Skate,1.1
Fatal Fury: Battle Archives Volume 2 (JP sales),0.01
Batman: Arkham Knight,5.3500000000000005
Super Football,0.07
Final Fantasy XII,5.95
Guitar Freaks & DrumMania: Masterpiece Gold,0.02
Backyard Soccer,0.13
Madden NFL 09,7.13
Smashing Drive,0.06999999999999999
Mushihimesama,0.02
Spider-Man,4.589999999999999
World Tour Soccer 2002,0.14
My French Coach,0.18
Tomb Raider: Legend,1.6500000000000004
Space Battleship Yamato: Harukanaru Hoshi Iscandar,0.17
Heart no Kuni no Alice,0.02
The King of Fighters '99,0.12
Shin Nippon Pro Wrestling: Toukon Retsuden 2,0.28
Football Manager 2014,0.84
Codename: Kids Next Door: Operation S.O.D.A.,0.07
Tom Clancy's Ghost Recon Advanced Warfighter 2,2.58
Cabela's Adventure Camp,0.39000000000000007
Omega Boost,0.51
Battalion Wars 2,0.35000000000000003
HSX HyperSonic.Xtreme,0.52
Mario vs. Donkey Kong: Tipping Stars,0.06999999999999999
Tamagotchi no KiraKira Omisecchi,0.22
Final Fantasy Adventure,0.38
Mechanic Escape,0.04
Breath of Fire IV,0.5700000000000001
Broken Sword: Shadow of the Templars - The Director's Cut,0.24
Jikkyou Powerful Pro Yakyuu 2014,0.29000000000000004
Reel Fishing III,0.37
Impossible Creatures,0.01
Venetica,0.31
SOCOM: U.S. Navy SEALs: Combined Assault,2.04
Hoppechan: Minna de Odekake! Waku Waku Hoppe Land!!,0.07
18 Wheels of Steel: Extreme Trucker 2,0.11
Dragon Rage,0.060000000000000005
Galactic Wrestling: Featuring Ultimate Muscle,0.23000000000000004
Duke Nukem Trilogy: Critical Mass,0.04
Ninja Gaiden II,1.02
Jikkyou Powerful Pro Yakyuu 9,0.55
Zoo Vet: Endangered Animals,0.03
Cold Stone Creamery: Scoop It Up,0.06
Dreamworks Madagascar Kartz,1.4100000000000004
Hiiro no Kakera Portable,0.02
Kekkaishi: Karasumori Ayakashi Kidan,0.17
Tao Adventure: Curse Demon,0.03
Nobunaga no Yabou: Tenshoki,0.28
Missile Command,3.2099999999999995
The Naked Brothers Band: The Video Game,0.55
World of Warcraft: Warlords of Draenor,0.48
Yokai Sangokushi,0.55
Valkyrie Profile,0.8
Fullmetal Alchemist: Prince of the Dawn,0.01
Octomania,0.06
NBA 2K,0.05
Bakusou Dekotora Densetsu: Otoko Ippiki Yume Kaidoi,0.39
Sonic Adventure 2,0.12
Kirby's Dream Land 2,2.36
Hurry Up Hedgehog!,0.02
Sesame Street: Cookie's Counting Carnival,0.6400000000000001
Agatha Christie: Peril at End House,0.01
Gradius Collection,0.06
Lode Runner,1.12
Touch the Dead,0.22
All-Star Baseball 2001,0.23
Dynasty Warriors Vs,0.06
3D Dot Game Heroes,0.5800000000000001
MX vs. ATV Unleashed: On the Edge,0.6900000000000001
WWE '12,2.8000000000000003
Pokémon Mystery Dungeon: Blue Rescue Team,2.05
Gears of War: Ultimate Edition,3.01
Chou!! Super Nep League DS,0.02
Midnight Club 3: DUB Edition Remix,1.3699999999999999
Metroid II: Return of Samus,1.76
Densha De Go! 3 Tsuukinhen,0.06
Star Wars Rogue Squadron III: Rebel Strike,0.8
International Soccer,0.19
Holly Hobbie & Friends,0.04
MLB Front Office Manager,0.15000000000000002
Looney Tunes: Cartoon Conductor,0.04
Ratatouille: Food Frenzy,0.28
Future Card Buddy Fight: Yuujou no Bakunetsu Fight,0.07
Jackie Chan Adventures: Legend of the Dark Hand,0.18
SingStar Pop Hits,0.65
Destiny: The Taken King,3.8400000000000003
Hanayori Danshi: Koi Seyo Onago,0.04
Kirby Air Ride,1.61
Brunswick Pro Bowling,1.7700000000000002
The Jak and Daxter Collection,0.89
Breath of Fire,0.21
Jikkyou Powerful Pro Yakuu '94,0.41
Rapala's Fishing Frenzy,0.22
Super Trucks Racing,0.71
Rubik's World,0.27
NFL GameDay 2000,1.8000000000000003
Armored Core: Nexus,0.27
Destroy All Humans! 2,0.49000000000000005
Monster Hunter Freedom 2,3.0700000000000003
Blinx 2: Masters of Time & Space,0.16
Junjou Romanchika: Koi no Doki Doki Daisakusen,0.01
My Pet Shop,0.06
Ken to Mahou to Gakuen Mono. 2,0.08
Backyard NFL Football,0.8600000000000001
SimCity DS,0.6
Quest 64,0.47000000000000003
Buster Bros. Collection,0.07
Radiata Stories,0.66
Pokemon Black/Pokemon White,15.32
"Murder, She Wrote",0.05
Shin Megami Tensei: Devil Survivor,0.27
Soul Nomad & the World Eaters,0.29
Madden NFL 2001,3.82
San-X Land: Theme Park de Asobou!,0.04
Inazuma Eleven Strikers,0.26
Wii Sports,82.74000000000001
2 Games in 1: Sonic Advance & ChuChu Rocket!,1.83
Super Scope 6,1.64
Detective Conan: Phantom Rhapsody,0.03
Monster Mayhem: Build and Battle,0.04
Pipe Dreams 3D,0.14
Watchmen: The End is Nigh - The Complete Experience,0.17
Rumble Roses XX,0.13
Infinite Stratos 2: Ignition Hearts,0.06
Super Smash Bros. Brawl,13.04
Darkspore,0.11
The Sky Crawlers: Innocent Aces,0.13
Kaidan Restaurant: Zoku! Shin Menu 100-Sen,0.03
Daigasso! Band Brothers P,0.18
Smash Court Tennis 3,0.15000000000000002
Insecticide,0.06
Command & Conquer 3: Kane's Wrath,0.25
The Book of Unwritten Tales: The Critter Chronicles,0.060000000000000005
Way of the Samurai 4,0.2
Dungeon Hunter Alliance,0.23
Dora & Kai-Lan's Pet Shelter,0.09999999999999999
Spy vs Spy,0.1
Way of the Samurai,0.51
Root Double: Before Crime After Days,0.01
Namco Museum Vol.4,0.2
GRID,1.98
Red Stone DS: Akaki Ishi ni Michibikareshi Monotachi,0.01
Hakuouki: Zuisouroku DS,0.04
O.D.T.: Escape... Or Die Trying,0.13
What's Cooking? Jamie Oliver,0.23
Dr. Seuss: How the Grinch Stole Christmas,0.31
Disney TH!NK Fast: The Ultimate Trivia Showdown,0.76
Godzilla Unleashed: Double Smash,0.12
Hello Kitty Seasons,0.24
Demigod,0.02
Thunder Alley,0.01
The X-Factor,0.5499999999999999
Pokemon Mystery Dungeon: Red/Blue Rescue Team,2.05
Beyond Good & Evil,0.5
Hakuoki: Shinkai - Furi no Shou,0.02
Disney's PK: Out of the Shadows,0.18000000000000002
Dragon Quest Monsters: Joker 2 Professional,0.62
Army of Two,2.8200000000000003
Wade Hixton's Counter Punch,0.01
The Godfather (US & Others sales),0.24
New Play Control! Pikmin 2,0.6000000000000001
Rayman 2: The Great Escape,0.9600000000000001
Resident Evil 2,6.429999999999999
Zero Escape: Virtue's Last Reward,0.03
Mario Party,2.6999999999999997
Syberia,0.25
Infernal: Hell's Vengeance,0.07999999999999999
Horse Life,0.12
Dance Dance Revolution: Hottest Party,2.08
Madden NFL 06,8.44
Nitroplus Blasterz: Heroines Infinite Duel,0.04
Garfield: The Search for Pooky,0.04
Fairy Tail: Zelef Kakusei,0.07
The Italian Job,0.3500000000000001
Doraemon 4: Nobita to Toki no Okoku,0.06
3DS Classic Collection,0.02
Super Heroine Chronicle,0.08
Luminous Arc,0.23
Fight Night 2004,2.16
Bomberman Fantasy Race,0.02
World in Conflict: Complete Edition,0.04
TRINITY: Souls of Zill O'll,0.13999999999999999
TouchMaster,2.01
Need For Speed: Undercover,6.940000000000002
Race Driver: Create & Race,0.01
Dawn of Discovery,0.7100000000000002
Gunslingers,0.16
Game Party in Motion,0.5900000000000001
Ridge Racer 2,0.11
Battle Arena Toshinden,1.2600000000000002
Samurai Warriors,1.4200000000000002
Disney's Story Studio: Disney's Mulan,0.16
New Super Mario Bros. 2,9.830000000000002
You're in the Movies,0.49000000000000005
Gameboy Gallery,0.3
NHL 11,1.3299999999999998
SingStar: Back to the 80s,0.21000000000000002
Ni no Kuni: Wrath of the White Witch,1.5499999999999998
Clock Tower II: The Struggle Within,0.16
DJ Max Fever,0.09999999999999999
Bratz: Rock Angelz,1.1400000000000001
MLB 2001,0.8900000000000001
Pro Yaky? Spirits 2011,0.49
The Lord of the Rings: War in the North,0.18
Last Rebellion,0.08999999999999998
Project Setsuna,0.11
Record of Agarest War,0.27
Guilty Gear X: Advance Edition,0.06
TrackMania Turbo,0.38
Umineko no Naku Koro ni: Majo to Suiri no Rinbukyoku,0.02
Backyard NFL Football 2006,0.24
New Love Plus,0.19
Wii Sports Resort,33.0
Dance Dance Revolution Universe,0.32
Super Famista 5,0.5
San Francisco Rush: Extreme Racing,1.14
Shining Force NEO,0.11
Retro Game Challenge,0.11
Dinosaur King,0.22
Race Pro,0.16999999999999998
Crash Bandicoot,6.819999999999999
Higurashi Daybreak Portable,0.06
Puyo Pop Fever,0.05
Yakuza Zero: The Place of Oath,0.42000000000000004
Lilo & Stitch 2: Hämsterviel Havoc,0.38
Caesar IV,0.04
Frogger 3D,0.2
Terranigma,0.09
Harvest Moon: Tree of Tranquility,0.8400000000000001
Tales of Destiny 2,0.92
Gundam Memories: Tatakai no Kioku,0.12
Metal Slug Anthology,0.2
The Raiden Project,0.23
Cabela's Legendary Adventures,0.77
Sekai no Gohan Shaberu! DS Oryouri Navi,0.04
SingStar Summer Party,0.54
Taiko no Tatsujin Wii: Minna de Party * 3-Yome!,0.3
Carmageddon: Max Damage,0.02
Valhalla Knights 2,0.22
Wallace & Gromit: Curse of the Were-Rabbit,0.14
Laser Blast,0.39
Tenchu: Shadow Assassins,0.34
My Fashion Studio,0.44999999999999996
"Sakura Wars: So Long, My Love",0.4
Hanayamata: Yosakoi Live,0.01
Puzzler Brain Games,0.66
Bejeweled Blitz,0.01
LocoRoco,0.38999999999999996
Backyard Sports: Sandlot Sluggers,0.41000000000000003
Contra: Legacy of War,0.66
Angelique: Maren no Rokukishi,0.03
Little Bears,0.03
J-League Winning Eleven 2008: Club Championship,0.22
Gex: Enter the Gecko,0.5800000000000001
Mario Party 10,1.54
Xbox Music Mixer,0.35000000000000003
TwinBee,1.2
BattleTanx: Global Assault,0.38
Tekken 5,3.88
Double Sequence: The Q-Virus Invasion,0.01
Power Gig: Rise of the SixString,0.26
Ms. Pac-Man: Maze Madness,0.22
TigerShark,0.07
Tactics Ogre: The Knight of Lodis,0.5
Shin Megami Tensei: Devil Summoner,0.38
Alan Wake,1.4200000000000002
Worms: Ultimate Mayhem,0.03
Nobunaga no Yabou: Souzou,0.25
Fighting Force,1.32
Yu-Gi-Oh! 5D's: Duel Transer,0.16
Dance Dance Revolution: Hottest Party 5,0.03
Pachi-Slot Higrashi no Naku Koro ni Matsuri,0.02
Learn Science,0.05
IL-2 Sturmovik,0.01
Atelier Shallie: Alchemists of the Dusk Sea,0.21
Fire Emblem: Radiant Dawn,0.5100000000000001
Harvest Moon: The Tale of Two Towns,0.5800000000000001
Marvel vs. Capcom Origins,0.24
Danball Senki Boost,0.22
Tokimeki no Houkago,0.06
Hakuouki: Reimeiroku,0.05
Momotarou Dentetsu DS: Tokyo & Japan,0.34
Myth Makers: Trixie in Toyland,0.04
Imagine: Soccer Captain,0.11
Pokémon Beach Blank-out Blastoise / Go West Young Meowth Game Boy Advance Video,0.16999999999999998
Star Ocean: Second Evolution,0.34
International Cricket 2010,0.34
Aqua Panic!,0.02
Katamari Damacy,0.74
Dragoneer's Aria,0.07
Ninja Gaiden Sigma 2,0.87
Madden NFL 99,2.6399999999999997
EA Replay,0.09999999999999999
Legend: Hand of God,0.02
NHL 14,1.1
Need for Speed: Nitro,1.2400000000000002
LEGO Marvel Super Heroes,9.859999999999996
12Riven: The Psi-Climinal of Integral,0.04
Pokemon Mystery Dungeon: Explorers of Sky,1.58
Haneru no Tobira DS: Tanshuku Tetsudou no Yoru,0.04
Romance of the Three Kingdoms IV: Wall of Fire,0.6600000000000001
Konami Collector's Series: Arcade Advanced,0.64
ParaParaParadise,0.03
Railroad Tycoon 3,0.04
Disney's Donald Duck Advance,0.07
The Bee Game,0.18000000000000002
Final Fantasy XII International Zodiac Job System,0.11
Dinotopia: The Timestone Pirates,0.19
"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",0.81
San Goku Shi Taisen Ten,0.07
Men in Black The Series: Crashdown,0.05
Make 10: A Journey of Numbers,0.07
Dancing on Ice,0.12
Assassination Classroom: Grand Siege on Kuro-sensei,0.13
Crimson Sea 2,0.06999999999999999
Imagine: Family Doctor,0.31000000000000005
Fight Night Round 2004,0.67
Rabbids Party Collection,0.18
Chaos;Head Noah,0.06999999999999999
PriPara Mezase! Idol Grand Prix No.1!,0.11
DiRT 3,1.97
The King of Fighters '95,0.65
Tiny Tank,0.34
Yokai Watch,1.8800000000000001
Derby Stallion II,0.87
The Sims 3: Late Night Expansion Pack,1.71
Shaun White Snowboarding: World Stage,0.31
C: The Contra Adventure,0.06
Painkiller: Hell Wars,0.04
Assassin's Creed Chronicles,0.2
Big Bass World Championship,0.36000000000000004
NFL Blitz,2.57
Littlest Pet Shop: Country Friends,0.25
Ore no Yome: Anata Dake no Hanayome,0.02
SEGA Classics Collection,0.42
No.1 Muscle Ranking - Kinniku Banzuke Vol. 2: Aratanarugenkai Enochousen!,0.15000000000000002
Konami Classics Series: Arcade Hits,0.03
Katekyoo Hitman Reborn!! Let's Ansatsu!? Nerawareta 10 Daime!,0.02
Steins;Gate: Hiyoku Renri no Darling,0.16
Tales of Symphonia: Dawn of the New World,0.54
Half-Life,4.720000000000001
The Legend of Heroes: Trails in the Sky Second Chapter,0.08
Onechanbara Z2: Chaos,0.23
Ray Tracers,0.06
Astonishia Story,0.03
Divinity II: The Dragon Knight Saga,0.14
Yes! Precure 5 Go Go Zenin Shu Go! Dream Festival,0.02
Bubble Bobble: Old & New,0.06
Stella Deus: The Gate of Eternity,0.08
Fireblade,0.29000000000000004
Seinaru Kana: Orichalcum no Na no Motoni,0.02
Warship Gunner 2,0.02
Triple Play 2002,1.12
Shrek / Shark Tale Game Boy Advance Video,0.01
Love Live! School Idol Paradise,0.12
Mario Party 6,1.66
High Heat Major League Baseball 2003,0.37
Headhunter,0.38999999999999996
FairlyLife: MiracleDays,0.01
Crime Life: Gang Wars,0.05
NCAA Football 13,1.96
Super Robot Taisen Complete Box,0.31
Phantasy Star Online Episode III: C.A.R.D. Revolution,0.08
SBK 2011: FIM Superbike World Championship,0.25
Power Spike Pro Beach Volleyball,0.05
Heatseeker,0.13
Virtua Fighter 3tb,0.37
Pro Yakyuu Famista DS 2009,0.1
No More Heroes: Heroes' Paradise,0.22
NERF N-Strike Elite,1.0
No Man's Sky,1.5999999999999999
Imagine: Sweet 16,0.02
Dragon Blade: Wrath of Fire,0.18000000000000002
The Sims 3: Outdoor Living Stuff,0.47
Legaia 2: Duel Saga,0.26
Ducati World Racing Challenge,0.03
Donkey Kong GB: Dinky Kong & Dixie Kong,0.28
Wicked Monster Blast!,0.04
Rainbow Islands: Revolution,0.01
Battle vs. Chess,0.03
